Unnamed: 0,m/z,Composition,Glycan Structure,Name,Glycoprofiles
131,1348,NeuAc(1)Hex(3)HexNAc(2)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:a_dgal_HEX_x:x
6b:b_dglc_HEX_x:x
7s:n_acetyl
8b:b_dgal_HEX_x:x
9b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
10s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:8o(3+2)9d
9:9d(5+1)10n
",1348,"['P5TA_AS', 'P10H']"
132,1349,Hex(3)HexNAc(2)dHex(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:b_dglc_HEX_x:x
6b:x_lgal_HEX_x:x|6:d
7b:x_dgal_HEX_x:x
8b:a_lgal_HEX_x:x|6:d
9b:a_dgal_HEX_x:x
10s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:1o(6+1)5d
5:5o(_1+1)6d
6:5o(_1+1)7d
7:7o(2+1)8d
8:7o(3+1)9d
9:5d(2+1)10n
",1349,"['P5TA_AS', 'P10H']"
133,1365,Hex(4)HexNAc(2)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:a_dgal_HEX_x:x
6b:b_dglc_HEX_x:x
7s:n_acetyl
8b:b_dgal_HEX_x:x
9b:a_lgal_HEX_x:x|6:d
10b:a_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:8o(2+1)9d
9:8o(3+1)10d
",1365,"['P1TI', 'P5TA_AS', 'P10H']"
134,1389,NeuAc(1)Hex(2)HexNAc(3)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
5s:n_acetyl
6b:b_dglc_HEX_x:x
7s:n_acetyl
8b:b_dgal_HEX_x:x
9b:a_lgal_HEX_x:x|6:d
10b:a_dgal_HEX_x:x
11s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:8o(2+1)9d
9:8o(3+1)10d
10:10d(2+1)11n
",1389_1,"['P6TA_FS', 'P6TA_AS', 'P8H']"
135,1389,NeuAc(1)Hex(2)HexNAc(3)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_dglc_HEX_x:x
5s:n_acetyl
6b:b_dglc_HEX_x:x
7b:x_lgal_HEX_x:x|6:d
8b:x_dgal_HEX_x:x
9b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
10s:n_acetyl
11s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(4+1)4d
4:4d(2+1)5n
5:1o(6+1)6d
6:6o(_1+1)7d
7:6o(_1+1)8d
8:8o(3+2)9d
9:9d(5+1)10n
10:6d(2+1)11n
",1389_2,"['P5TA_AS', 'P10H']"
136,1389,NeuAc(1)Hex(2)HexNAc(3)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dglc_HEX_x:x
4s:n_acetyl
5b:b_dgal_HEX_x:x
6b:a_lgal_HEX_x:x|6:d
7b:b_dglc_HEX_x:x
8s:n_acetyl
9b:b_dgal_HEX_x:x
10b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
11s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(2+1)6d
6:1o(6+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+2)10d
10:10d(5+1)11n
",1389_3,['P10H']
137,1390,Hex(2)HexNAc(3)dHex(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:a_dgal_HEX_x:x
6s:n_acetyl
7b:b_dglc_HEX_x:x
8b:x_lgal_HEX_x:x|6:d
9b:x_dgal_HEX_x:x
10b:a_lgal_HEX_x:x|6:d
11s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:5d(2+1)6n
6:1o(6+1)7d
7:7o(_1+1)8d
8:7o(_1+1)9d
9:9o(2+1)10d
10:7d(2+1)11n
",1390,['P7TA_AG']
138,1397,Hex(3)HexNAc(4)Sul(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_HEX_x:x
5s:n_acetyl
6b:b_dglc_HEX_x:x
7s:n_acetyl
8b:b_dgal_HEX_x:x
9b:b_dglc_HEX_x:x
10s:n_acetyl
11b:b_dgal_HEX_x:x
12s:sulfate
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(4+1)4d
4:4d(2+1)5n
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:8o(3+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:6o(6+1)12n
",1397,['P4TS']
139,1405,NeuAc(1)Hex(3)HexNAc(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
5s:n_acetyl
6b:b_dglc_HEX_x:x
7s:n_acetyl
8b:b_dgal_HEX_x:x
9b:b_dglc_HEX_x:x
10s:n_acetyl
11b:b_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:8o(3+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
",1405,"['P2TS', 'P6TA_FS']"
140,1406,Hex(3)HexNAc(3)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7s:n_acetyl
8b:b_dglc_HEX_x:x
9b:x_lgal_HEX_x:x|6:d
10b:x_dgal_HEX_x:x
11s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:4d(2+1)7n
7:1o(6+1)8d
8:8o(_1+1)9d
9:8o(_1+1)10d
10:8d(2+1)11n
",1406_1,"['P7TA_AG', 'P9H']"
141,1406,Hex(3)HexNAc(3)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:a_dgal_HEX_x:x
6s:n_acetyl
7b:b_dglc_HEX_x:x
8s:n_acetyl
9b:b_dgal_HEX_x:x
10b:a_lgal_HEX_x:x|6:d
11b:a_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:5d(2+1)6n
6:1o(6+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(2+1)10d
10:9o(3+1)11d
",1406_2,"['P1TI', 'P5TA_AS', 'P5TA_AG', 'P7TA_AG', 'P10H']"
142,1406,Hex(3)HexNAc(3)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:a_dgal_HEX_x:x
6b:b_dglc_HEX_x:x
7b:x_dgal_HEX_x:x
8b:a_lgal_HEX_x:x|6:d
9b:a_dgal_HEX_x:x
10s:n_acetyl
11s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:1o(6+1)6d
6:6o(_1+1)7d
7:7o(2+1)8d
8:7o(3+1)9d
9:9d(2+1)10n
10:6d(2+1)11n
",1406_3,['P10H']
143,1406,Hex(3)HexNAc(3)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:a_lgal_HEX_x:x|6:d
8b:b_dglc_HEX_x:x
9b:x_lgal_HEX_x:x|6:d
10b:x_dgal_HEX_x:x
11s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(2+1)7d
7:1o(6+1)8d
8:8o(_1+1)9d
9:8o(_1+1)10d
10:8d(2+1)11n
",1406_4,"['P1TI', 'P4TS', 'P4TI', 'P6TA_FG', 'P6TA_AS']"
144,1406,Hex(3)HexNAc(3)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_dglc_HEX_x:x
5b:x_dgal_HEX_x:x
6b:a_lgal_HEX_x:x|6:d
7s:n_acetyl
8b:b_dglc_HEX_x:x
9b:x_dgal_HEX_x:x
10b:a_lgal_HEX_x:x|6:d
11s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:4o(_1+1)5d
5:5o(2+1)6d
6:4d(2+1)7n
7:1o(6+1)8d
8:8o(_1+1)9d
9:9o(2+1)10d
10:8d(2+1)11n
",1406_5,['P9H']
145,1406,Hex(3)HexNAc(3)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7b:a_lgal_HEX_x:x|6:d
8s:n_acetyl
9b:b_dglc_HEX_x:x
10b:x_dgal_HEX_x:x
11s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:6o(2+1)7d
7:4d(2+1)8n
8:1o(6+1)9d
9:9o(_1+1)10d
10:9d(2+1)11n
",1406_6,['P9H']
146,1406,Hex(3)HexNAc(3)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:a_lgal_HEX_x:x|6:d
8b:b_dglc_HEX_x:x
9b:x_lgal_HEX_x:x|6:d
10b:x_dgal_HEX_x:x
11s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(2+1)7d
7:1o(6+1)8d
8:8o(_1+1)9d
9:8o(_1+1)10d
10:8d(2+1)11n
",1406_7,['P8H']
147,1406,Hex(3)HexNAc(3)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:b_dglc_HEX_x:x
6s:n_acetyl
7b:b_dgal_HEX_x:x
8b:b_dglc_HEX_x:x
9s:n_acetyl
10b:b_dgal_HEX_x:x
11b:a_lgal_HEX_x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:1o(6+1)5d
5:5d(2+1)6n
6:5o(4+1)7d
7:7o(3+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(2+1)11d
",1406_8,"['P6TA_AS', 'P8H', 'P9H']"
148,1406,Hex(3)HexNAc(3)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:a_lgal_HEX_x:x|6:d
8b:b_dglc_HEX_x:x
9s:n_acetyl
10b:b_dgal_HEX_x:x
11b:a_lgal_HEX_x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(2+1)7d
7:3o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(2+1)11d
",1406_9,"['P1TI', 'P4TS', 'P4TI', 'P6TA_FG', 'P6TA_AS', 'P6TA_AG', 'P8H', 'P10H']"
149,1411,NeuAc(2)Hex(2)HexNAc(2)Sul(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
5s:n_acetyl
6b:b_dglc_HEX_x:x
7s:n_acetyl
8b:b_dgal_HEX_x:x
9b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
10s:n_acetyl
11s:sulfate
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:8o(3+2)9d
9:9d(5+1)10n
10:6o(6+1)11n
",1411,['P2TS']
150,1412,NeuAc(1)Hex(2)HexNAc(2)dHex(2)Sul(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:b_dglc_HEX_x:x
6b:x_lgal_HEX_x:x|6:d
7b:x_dgal_HEX_x:x
8b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
9s:n_acetyl
10s:n_acetyl
11s:sulfate
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:1o(6+1)5d
5:5o(_1+1)6d
6:5o(_1+1)7d
7:7o(3+2)8d
8:8d(5+1)9n
9:5d(2+1)10n
10:5o(6+1)11n
",1412,['P5TA_AS']
151,1447,Hex(2)HexNAc(4)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:a_dgal_HEX_x:x
6s:n_acetyl
7b:b_dglc_HEX_x:x
8s:n_acetyl
9b:b_dgal_HEX_x:x
10b:a_lgal_HEX_x:x|6:d
11b:a_dgal_HEX_x:x
12s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:5d(2+1)6n
6:1o(6+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(2+1)10d
10:9o(3+1)11d
11:11d(2+1)12n
",1447,"['P1TI', 'P2TS', 'P4TS', 'P4TI', 'P6TA_FS', 'P6TA_FG', 'P6TA_AS', 'P6TA_AG', 'P5TA_AG', 'P7TA_AG', 'P8H']"
152,1463,Hex(3)HexNAc(4)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7s:n_acetyl
8b:b_dglc_HEX_x:x
9s:n_acetyl
10b:b_dgal_HEX_x:x
11b:x_HEX_x:x
12s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:4d(2+1)7n
7:1o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(4+1)11d
11:11d(2+1)12n
",1463_1,"['P1TI', 'P4TS', 'P6TA_FG', 'P6TA_AG', 'P7TA_AG', 'P9H']"
153,1463,Hex(3)HexNAc(4)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_HEX_x:x
5s:n_acetyl
6b:b_dglc_HEX_x:x
7s:n_acetyl
8b:b_dgal_HEX_x:x
9b:b_dglc_HEX_x:x
10s:n_acetyl
11b:b_dgal_HEX_x:x
12b:a_lgal_HEX_x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(4+1)4d
4:4d(2+1)5n
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:8o(3+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11o(2+1)12d
",1463_2,"['P1TI', 'P4TS']"
154,1477,NeuAc(2)Hex(2)HexNAc(2)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
5s:n_acetyl
6b:b_dglc_HEX_x:x
7s:n_acetyl
8b:a_lgal_HEX_x:x|6:d
9b:b_dgal_HEX_x:x
10b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
11s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(3+1)8d
8:6o(4+1)9d
9:9o(3+2)10d
10:10d(5+1)11n
",1477_1,"['P1TS', 'P1TI', 'P5TA_AS', 'P10H']"
155,1477,NeuAc(2)Hex(2)HexNAc(2)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
5s:n_acetyl
6b:b_dglc_HEX_x:x
7s:n_acetyl
8b:b_dgal_HEX_x:x
9b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
10s:n_acetyl
11b:a_lgal_HEX_x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(3+1)8d
8:8o(3+2)9d
9:9d(5+1)10n
10:6o(4+1)11d
",1477_2,"['P2TS', 'P4TS']"
156,1479,Hex(4)HexNAc(4),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:b_dglc_HEX_x:x
8s:n_acetyl
9b:b_dgal_HEX_x:x
10b:b_dglc_HEX_x:x
11s:n_acetyl
12b:b_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:3o(6+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:1o(6+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
",1479_1,"['P3TS', 'P2TS', 'P4TS', 'P6TA_FS', 'P6TA_FG', 'P6TA_AG', 'P8H', 'P9H']"
157,1479,Hex(4)HexNAc(4),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:b_dglc_HEX_x:x
8s:n_acetyl
9b:b_dgal_HEX_x:x
10b:b_dglc_HEX_x:x
11s:n_acetyl
12b:b_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:1o(6+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
",1479_2,"['P3TS', 'P2TS', 'P4TS', 'P6TA_FS', 'P8H']"
158,1479,Hex(4)HexNAc(4),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:b_dglc_HEX_x:x
8s:n_acetyl
9b:b_dgal_HEX_x:x
10b:b_dglc_HEX_x:x
11s:n_acetyl
12b:b_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(3+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
",1479_3,"['P6TA_FS', 'P8H']"
159,1479,Hex(4)HexNAc(4),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:b_dglc_HEX_x:x
8s:n_acetyl
9b:b_dgal_HEX_x:x
10b:b_dglc_HEX_x:x
11s:n_acetyl
12b:b_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(3+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
",1479_4,"['P3TS', 'P6TA_FS', 'P8H']"
160,1494,NeuAc(1)Hex(3)HexNAc(2)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:a_dgal_HEX_x:x
6b:b_dglc_HEX_x:x
7b:x_lgal_HEX_x:x|6:d
8b:x_dgal_HEX_x:x
9b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
10s:n_acetyl
11s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:1o(6+1)6d
6:6o(_1+1)7d
7:6o(_1+1)8d
8:8o(3+2)9d
9:9d(5+1)10n
10:6d(2+1)11n
",1494,"['P5TA_AS', 'P10H']"
161,1511,Hex(4)HexNAc(2)dHex(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:a_dgal_HEX_x:x
6b:b_dglc_HEX_x:x
7b:x_lgal_HEX_x:x|6:d
8b:x_dgal_HEX_x:x
9b:a_lgal_HEX_x:x|6:d
10b:a_dgal_HEX_x:x
11s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:1o(6+1)6d
6:6o(_1+1)7d
7:6o(_1+1)8d
8:8o(2+1)9d
9:8o(3+1)10d
10:6d(2+1)11n
",1511,"['P5TA_AS', 'P10H']"
162,1520,Hex(3)HexNAc(5),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_HEX_x:x
5s:n_acetyl
6b:b_dglc_HEX_x:x
7b:x_dgal_HEX_x:x
8b:x_dglc_HEX_x:x
9b:x_dgal_HEX_x:x
10b:x_HEX_x:x
11s:n_acetyl
12s:n_acetyl
13s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(4+1)4d
4:4d(2+1)5n
5:1o(6+1)6d
6:6o(_1+1)7d
7:7o(_1+1)8d
8:8o(_1+1)9d
9:9o(4+1)10d
10:10d(2+1)11n
11:8d(2+1)12n
12:6d(2+1)13n
",1520_1,"['P6TA_FG', 'P7TA_AG', 'P9H']"
163,1520,Hex(3)HexNAc(5),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_dglc_HEX_x:x
5b:x_dgal_HEX_x:x
6b:x_HEX_x:x
7s:n_acetyl
8s:n_acetyl
9b:b_dglc_HEX_x:x
10b:x_dgal_HEX_x:x
11b:x_HEX_x:x
12s:n_acetyl
13s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:4o(_1+1)5d
5:5o(4+1)6d
6:6d(2+1)7n
7:4d(2+1)8n
8:1o(6+1)9d
9:9o(_1+1)10d
10:10o(4+1)11d
11:11d(2+1)12n
12:9d(2+1)13n
",1520_2,"['P6TA_FS', 'P6TA_FG', 'P7TA_AG', 'P9H']"
164,1534,NeuAc(2)Hex(2)HexNAc(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dglc_HEX_x:x
4s:n_acetyl
5b:b_dgal_HEX_x:x
6b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
7s:n_acetyl
8b:b_dglc_HEX_x:x
9s:n_acetyl
10b:b_dgal_HEX_x:x
11b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
12s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+2)6d
6:6d(5+1)7n
7:1o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(3+2)11d
11:11d(5+1)12n
",1534,['P10H']
165,1535,NeuAc(1)Hex(2)HexNAc(3)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
5s:n_acetyl
6b:b_dglc_HEX_x:x
7b:x_lgal_HEX_x:x|6:d
8b:x_dgal_HEX_x:x
9b:a_lgal_HEX_x:x|6:d
10b:a_dgal_HEX_x:x
11s:n_acetyl
12s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:1o(6+1)6d
6:6o(_1+1)7d
7:6o(_1+1)8d
8:8o(2+1)9d
9:8o(3+1)10d
10:10d(2+1)11n
11:6d(2+1)12n
",1535,"['P5TA_AS', 'P10H']"
166,1543,Hex(3)HexNAc(4)dHex(1)Sul(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_HEX_x:x
5s:n_acetyl
6b:b_dglc_HEX_x:x
7s:n_acetyl
8b:b_dgal_HEX_x:x
9b:b_dglc_HEX_x:x
10s:n_acetyl
11b:b_dgal_HEX_x:x
12b:a_lgal_HEX_x:x|6:d
13s:sulfate
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(4+1)4d
4:4d(2+1)5n
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:8o(3+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11o(2+1)12d
12:6o(6+1)13n
",1543,['P4TS']
167,1551,NeuAc(1)Hex(3)HexNAc(3)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7s:n_acetyl
8b:b_dglc_HEX_x:x
9s:n_acetyl
10b:b_dgal_HEX_x:x
11b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
12s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:4d(2+1)7n
7:1o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(3+2)11d
11:11d(5+1)12n
",1551_1,['P10H']
